HUC8,site,species,length,weight
YEL,193,BRT,284,224
YEL,193,BRT,262,171
YEL,193,BRT,193,82
YEL,193,BRT,207,103
YEL,193,BRT,198,93
YEL,193,BRT,184,66
YEL,193,BRT,296,246
YEL,193,BRT,288,215
YEL,193,BRT,202,76
YEL,193,BRT,234,122
YEL,193,BRT,195,79
YEL,193,BRT,314,268
YEL,193,BRT,277,202
YEL,193,BRT,246,131
YEL,193,BRT,181,62
YEL,193,BRT,184,61
YEL,193,BRT,193,72
YEL,193,BRT,186,73
YEL,193,BRT,193,75
YEL,193,BRT,180,63
YEL,193,BRT,303,235
YEL,193,BRT,279,207
YEL,193,BRT,254,155
YEL,193,BRT,305,256
YEL,193,BRT,277,199
YEL,193,BRT,272,183
YEL,193,BRT,276,208
YEL,193,BRT,214,95
YEL,193,BRT,171,55
YEL,193,BRT,248,146
YEL,193,BRT,264,180
YEL,193,BRT,296,239
YEL,193,BRT,286,212
YEL,193,BRT,192,79
YEL,193,BRT,191,71
YEL,193,BRT,200,86
YEL,193,BRT,192,78
YEL,193,BRT,195,73
YEL,193,BRT,225,101
YEL,193,BRT,300,220
YEL,193,BRT,283,199
YEL,193,BRT,210,93
YEL,193,BRT,212,94
YEL,193,BRT,207,92
YEL,193,BRT,182,62
YEL,193,BRT,171,58
YEL,193,BRT,192,77
YEL,193,BRT,168,53
YEL,193,BRT,248,146
YEL,193,BRT,194,81
YEL,193,BRT,353,449
YEL,193,BRT,284,205
YEL,193,BRT,276,216
YEL,193,BRT,215,96
YEL,193,BRT,285,206
YEL,193,BRT,216,100
YEL,193,BRT,251,138
YEL,193,BRT,268,177
YEL,193,BRT,173,53
YEL,193,BRT,208,91
YEL,193,BRT,291,226
YEL,193,BRT,230,118
YEL,193,BRT,196,75
YEL,193,BRT,180,61
YEL,193,BRT,180,63
YEL,193,BRT,75,6
YEL,193,BRT,81,5
YEL,193,BRT,311,286
YEL,193,BRT,263,173
YEL,193,BRT,210,85
YEL,193,BRT,281,207
YEL,193,BRT,256,176
YEL,193,BRT,225,121
YEL,201,BRT,313,309
YEL,201,BRT,216,132
YEL,201,BRT,305,320
YEL,201,BRT,313,321
YEL,201,BRT,250,182
YEL,201,BRT,323,130
YEL,201,BRT,218,132
YEL,201,BRT,179,64
YEL,201,BRT,185,70
YEL,201,BRT,208,93
YEL,201,BRT,185,73
YEL,201,BRT,161,44
YEL,201,BRT,207,87
YEL,201,BRT,69,10
YEL,201,BRT,73,11
YEL,201,BRT,68,10
YEL,201,BRT,75,11
YEL,201,BRT,142,40
YEL,201,BRT,69,3
YEL,201,BRT,60,3
YEL,201,BRT,66,4
YEL,201,BRT,71,4
YEL,201,BRT,61,3
YEL,201,BRT,61,3
YEL,201,BRT,199,91
YEL,201,BRT,324,355
YEL,201,BRT,305,322
YEL,201,BRT,228,129
YEL,201,BRT,246,159
YEL,201,BRT,207,112
YEL,201,BRT,215,107
YEL,201,BRT,185,82
YEL,201,BRT,174,52
YEL,201,BRT,209,99
YEL,201,BRT,198,79
YEL,201,BRT,183,65
YEL,201,BRT,193,75
YEL,201,BRT,241,169
YEL,201,BRT,192,80
YEL,201,BRT,166,50
YEL,201,BRT,180,69
YEL,201,BRT,190,85
YEL,201,BRT,65,4
YEL,201,BRT,67,3
YEL,201,BRT,326,328
YEL,201,BRT,216,105
YEL,201,BRT,225,122
YEL,201,BRT,199,88
YEL,201,BRT,206,93
YEL,201,BRT,223,127
YEL,201,BRT,189,76
YEL,201,BRT,203,96
YEL,201,BRT,71,5
YEL,201,BRT,177,53
YEL,201,BRT,193,86
YEL,201,BRT,197,74
YEL,201,BRT,207,99
YEL,201,BRT,155,39
YEL,201,BRT,178,54
YEL,201,BRT,72,4
YEL,201,BRT,69,4
YEL,201,BRT,65,3
YEL,201,BRT,76,7
YEL,201,BRT,67,5
YEL,201,BRT,62,3
YEL,201,BRT,69,3
YEL,201,BRT,63,3
YEL,201,BRT,329,321
YEL,201,BRT,200,84
YEL,201,BRT,167,48
YEL,201,BRT,197,89
YEL,201,BRT,187,70
YEL,201,BRT,195,89
YEL,201,BRT,196,81
YEL,201,BRT,68,3
YEL,201,BRT,374,479
YEL,201,BRT,367,515
YEL,201,BRT,206,104
YEL,201,BRT,216,123
YEL,201,BRT,333,422
YEL,201,BRT,378,652
YEL,201,BRT,344,443
YEL,201,BRT,309,311
YEL,201,BRT,246,205
YEL,201,BRT,235,185
YEL,201,BRT,301,266
YEL,201,BRT,232,131
YEL,201,BRT,149,38
YEL,201,BRT,231,133
YEL,201,BRT,230,132
YEL,201,BRT,179,64
YEL,201,BRT,185,81
YEL,201,BRT,205,97
YEL,201,BRT,174,58
YEL,201,BRT,216,112
YEL,201,BRT,184,66
YEL,201,BRT,198,86
YEL,201,BRT,66,5
YEL,201,BRT,65,4
YEL,201,BRT,61,3
YEL,201,BRT,59,3
YEL,203,BRT,189,89
YEL,203,BRT,154,43
YEL,203,BRT,166,58
YEL,203,BRT,154,48
YEL,203,BRT,296,327
YEL,203,BRT,190,76
YEL,203,BRT,187,87
YEL,203,BRT,165,47
YEL,203,BRT,205,109
YEL,203,BRT,193,84
YEL,203,BRT,159,51
YEL,203,BRT,157,42
YEL,203,BRT,202,110
YEL,203,BRT,188,78
YEL,203,BRT,145,33
YEL,203,BRT,193,94
YEL,203,BRT,235,185
YEL,203,BRT,179,73
YEL,203,BRT,198,97
YEL,203,BRT,215,133
YEL,203,BRT,171,63
YEL,203,BRT,213,130
YEL,203,BRT,201,98
YEL,203,BRT,180,69
YEL,203,BRT,200,104
YEL,203,BRT,220,140
YEL,203,BRT,193,92
YEL,203,BRT,191,85
YEL,203,BRT,197,99
YEL,203,BRT,210,110
YEL,203,BRT,200,105
YEL,203,BRT,178,69
YEL,203,BRT,202,100
YEL,203,BRT,187,82
YEL,203,BRT,201,109
YEL,203,BRT,141,29
YEL,203,BRT,175,70
YEL,204,BRT,168,45
YEL,204,BRT,180,58
YEL,204,BRT,211,90
YEL,204,BRT,264,164
YEL,204,BRT,130,19
YEL,204,BRT,310,279
YEL,204,BRT,231,129
YEL,204,BRT,221,115
YEL,204,BRT,211,83
YEL,204,BRT,244,148
YEL,204,BRT,211,85
YEL,204,BRT,239,139
YEL,204,BRT,239,136
YEL,204,BRT,391,353
YEL,204,BRT,216,99
YEL,204,BRT,287,204
YEL,204,BRT,241,145
YEL,204,BRT,155,45
YEL,204,BRT,213,104
YEL,204,BRT,226,112
YEL,204,BRT,188,61
YEL,204,BRT,272,195
YEL,204,BRT,241,149
YEL,204,BRT,163,53
YEL,204,BRT,234,132
YEL,204,BRT,244,150
YEL,204,BRT,249,143
YEL,204,BRT,241,138
YEL,204,BRT,272,171
YEL,204,BRT,264,153
YEL,204,BRT,239,113
YEL,204,BRT,236,116
YEL,204,BRT,178,53
YEL,204,BRT,208,89
YEL,204,BRT,236,124
YEL,204,BRT,193,60
YEL,204,BRT,241,126
YEL,204,BRT,211,88
YEL,204,BRT,241,140
YEL,204,BRT,259,163
YEL,204,BRT,312,194
YEL,204,BRT,335,297
YEL,204,BRT,249,153
YEL,204,BRT,269,184
YEL,204,BRT,284,251
YEL,204,BRT,234,119
YEL,204,BRT,287,213
YEL,204,BRT,251,156
YEL,204,BRT,213,99
YEL,204,BRT,241,134
YEL,204,BRT,251,177
YEL,204,BRT,251,143
YEL,204,BRT,254,149
YEL,204,BRT,234,117
YEL,204,BRT,279,210
YEL,204,BRT,246,134
YEL,204,BRT,244,133
YEL,204,BRT,236,129
YEL,204,BRT,201,84
YEL,204,BRT,211,99
YEL,204,BRT,264,183
YEL,204,BRT,282,210
YEL,204,BRT,246,126
YEL,204,BRT,201,78
YEL,204,BRT,267,184
YEL,204,BRT,201,71
YEL,204,BRT,193,79
YEL,204,BRT,147,30
YEL,204,BRT,79,4
YEL,204,BRT,132,25
YEL,204,BRT,259,167
YEL,204,BRT,218,104
YEL,204,BRT,213,97
YEL,204,BRT,239,126
YEL,204,BRT,264,175
YEL,204,BRT,246,132
YEL,204,BRT,246,130
YEL,204,BRT,259,170
YEL,204,BRT,168,58
YEL,204,BRT,221,90
YEL,204,BRT,226,110
YEL,204,BRT,239,150
YEL,204,BRT,201,80
YEL,204,BRT,282,211
YEL,204,BRT,251,156
YEL,204,BRT,178,55
YEL,204,BRT,226,126
YEL,204,BRT,290,205
YEL,204,BRT,188,57
YEL,204,BRT,206,84
YEL,204,BRT,307,284
YEL,204,BRT,155,36
YEL,204,BRT,267,172
YEL,204,BRT,254,142
YEL,204,BRT,208,79
YEL,204,BRT,241,120
YEL,204,BRT,224,101
YEL,204,BRT,224,107
YEL,204,BRT,234,114
YEL,204,BRT,226,118
YEL,204,BRT,277,192
YEL,204,BRT,224,101
YEL,204,BRT,231,108
YEL,204,BRT,229,110
YEL,204,BRT,284,214
YEL,204,BRT,213,94
YEL,204,BRT,246,143
YEL,204,BRT,226,107
YEL,204,BRT,193,70
YEL,204,BRT,178,51
YEL,204,BRT,224,115
YEL,204,BRT,145,33
YEL,204,BRT,224,110
YEL,204,BRT,160,40
YEL,204,BRT,254,168
YEL,204,BRT,163,44
YEL,204,BRT,196,70
YEL,204,BRT,394,570
YEL,204,BRT,233,113
YEL,204,BRT,312,342
YEL,204,BRT,202,76
YEL,204,BRT,265,182
YEL,204,BRT,210,82
YEL,204,BRT,236,114
YEL,204,BRT,221,100
YEL,204,BRT,210,82
YEL,204,BRT,152,41
YEL,204,BRT,215,92
YEL,204,BRT,164,44
YEL,204,BRT,177,45
YEL,204,BRT,206,78
YEL,204,BRT,201,71
YEL,204,BRT,233,136
YEL,204,BRT,225,116
YEL,204,BRT,193,69
YEL,204,BRT,236,124
YEL,204,BRT,170,41
YEL,204,BRT,155,36
YEL,204,BRT,255,149
YEL,204,BRT,253,161
YEL,204,BRT,316,280
YEL,204,BRT,314,277
YEL,204,BRT,420,731
YEL,204,BRT,279,233
YEL,204,BRT,264,176
YEL,204,BRT,287,233
YEL,204,BRT,245,151
YEL,204,BRT,334,415
YEL,204,BRT,299,255
YEL,204,BRT,300,247
YEL,204,BRT,209,93
YEL,204,BRT,263,185
YEL,204,BRT,270,203
YEL,204,BRT,284,229
YEL,204,BRT,235,134
YEL,204,BRT,263,167
YEL,204,RBT,373,574
YEL,204,RBT,377,454
LMAQ,5,BRT,96,12
LMAQ,5,BRT,228,126
LMAQ,17,BRT,127,20
LMAQ,17,BRT,145,32
LMAQ,17,BRT,137,25
LMAQ,24,BRT,183,69
LMAQ,24,BKT,222,123
LMAQ,24,BKT,182,62
LMAQ,24,BRT,211,104
LMAQ,24,BRT,86,7
LMAQ,24,BKT,245,158
LMAQ,24,BKT,209,89
LMAQ,24,BKT,207,88
LMAQ,24,BKT,228,114
LMAQ,24,BKT,177,56
LMAQ,24,BRT,194,87
LMAQ,24,BKT,111,13
LMAQ,24,BKT,92,8
LMAQ,24,BKT,101,10
LMAQ,24,BRT,80,6
LMAQ,24,BKT,103,11
LMAQ,24,BKT,78,5
LMAQ,24,BKT,199,82
LMAQ,24,BKT,193,70
LMAQ,24,BKT,247,152
LMAQ,24,BKT,212,102
LMAQ,24,BKT,235,126
LMAQ,24,BKT,214,103
LMAQ,24,BKT,220,111
LMAQ,24,BKT,205,85
LMAQ,24,BKT,200,72
LMAQ,24,BKT,215,105
LMAQ,24,BKT,207,85
LMAQ,24,BKT,241,140
LMAQ,24,BKT,187,61
LMAQ,24,BKT,208,87
LMAQ,24,BKT,185,57
LMAQ,24,BKT,206,90
LMAQ,24,BKT,197,84
LMAQ,24,BRT,252,168
LMAQ,24,BRT,286,245
LMAQ,24,BRT,320,334
LMAQ,24,BRT,294,288
LMAQ,24,BRT,207,84
LMAQ,24,BRT,220,119
LMAQ,24,BRT,229,134
LMAQ,24,BRT,235,135
LMAQ,24,BRT,217,113
LMAQ,24,BRT,191,75
LMAQ,24,BRT,164,47
LMAQ,24,BRT,95,10
LMAQ,24,BRT,254,175
LMAQ,24,BRT,204,93
LMAQ,24,BRT,209,97
LMAQ,24,BKT,99,10
LMAQ,24,BRT,84,6
LMAQ,24,BRT,92,9
LMAQ,24,BRT,196,82
LMAQ,24,BKT,115,17
LMAQ,24,BKT,94,8
LMAQ,24,BKT,123,22
LMAQ,24,BKT,113,14
LMAQ,24,BKT,99,10
LMAQ,24,BRT,91,9
LMAQ,24,BRT,284,248
LMAQ,24,BKT,201,90
LMAQ,24,BKT,198,83
LMAQ,24,BKT,238,125
LMAQ,24,BKT,208,102
LMAQ,24,BKT,220,121
LMAQ,24,BKT,215,99
LMAQ,24,BKT,189,80
LMAQ,24,BKT,182,61
LMAQ,24,BKT,215,101
LMAQ,24,BKT,203,81
LMAQ,24,BKT,205,91
LMAQ,24,BKT,200,85
LMAQ,24,BKT,206,89
LMAQ,24,BKT,262,200
LMAQ,24,BKT,235,120
LMAQ,24,BKT,217,97
LMAQ,24,BKT,223,115
LMAQ,24,BKT,217,86
LMAQ,24,BKT,278,217
LMAQ,24,BKT,222,103
LMAQ,24,BKT,246,149
LMAQ,24,BKT,218,100
LMAQ,24,BKT,190,66
LMAQ,24,BKT,199,80
LMAQ,24,BKT,224,107
LMAQ,24,BKT,217,100
LMAQ,24,BKT,180,64
LMAQ,24,BKT,227,111
LMAQ,24,BKT,220,117
LMAQ,24,BKT,195,76
LMAQ,24,BKT,235,143
LMAQ,24,BKT,215,111
LMAQ,24,BKT,192,80
LMAQ,24,BKT,205,88
LMAQ,24,BKT,184,62
LMAQ,24,BKT,212,98
LMAQ,24,BKT,225,119
LMAQ,24,BRT,214,92
LMAQ,24,BRT,225,120
LMAQ,24,BRT,196,80
LMAQ,61,BRT,225,127
UPI,28,BRT,252,186
UPI,28,BRT,227,154
UPI,28,RBT,281,207
UPI,28,RBT,238,134
UPI,28,BRT,256,161
UPI,70,BRT,87,7
UPI,70,BRT,82,6
UPI,73,BRT,234,142
UPI,73,BRT,337,416
UPI,73,BRT,335,398
UPI,73,BRT,281,235
UPI,73,BRT,334,437
UPI,73,BRT,289,256
UPI,73,BRT,342,453
UPI,73,BRT,292,269
UPI,73,BRT,262,206
UPI,73,BRT,235,143
UPI,73,BRT,250,183
UPI,73,BRT,320,365
UPI,73,BRT,331,353
UPI,73,BRT,276,244
UPI,73,BRT,292,273
UPI,73,BRT,222,119
UPI,73,BRT,262,202
UPI,73,BKT,109,12
UPI,73,BKT,96,7
UPI,73,BKT,93,8
UPI,73,BKT,101,10
UPI,73,BKT,102,14
UPI,73,BKT,106,12
UPI,73,BKT,96,8
UPI,73,BKT,97,10
UPI,73,BKT,366,430
UPI,73,BKT,298,212
UPI,73,BKT,266,197
UPI,73,BKT,273,224
UPI,73,BKT,291,239
UPI,73,BKT,306,242
UPI,73,BKT,261,167
UPI,73,BKT,261,195
UPI,73,BKT,269,209
UPI,73,BRT,318,410
UPI,73,BRT,322,381
UPI,73,BRT,266,203
UPI,73,BRT,262,188
UPI,73,BRT,278,230
UPI,73,BRT,314,341
UPI,73,BRT,335,327
UPI,73,BRT,303,305
UPI,73,BRT,259,180
UPI,73,BRT,388,598
UPI,73,BRT,320,357
UPI,73,BRT,325,371
UPI,73,BRT,336,401
UPI,73,BRT,390,566
UPI,73,BRT,251,153
UPI,73,BKT,88,8
UPI,73,BKT,99,9
UPI,73,BRT,64,1
UPI,73,BRT,69,3
UPI,73,BKT,83,5
UPI,73,BRT,72,4
UPI,73,BRT,66,2
UPI,73,BRT,71,4
UPI,73,BKT,84,6
UPI,73,BKT,93,8
UPI,73,BKT,76,5
UPI,73,BRT,67,3
UPI,73,BKT,70,4
UPI,73,BKT,85,5
UPI,73,BRT,394,676
UPI,73,BRT,353,520
UPI,73,BRT,253,180
UPI,73,BRT,304,316
UPI,73,BRT,270,241
UPI,73,BRT,258,186
UPI,73,BRT,291,261
UPI,73,BRT,78,4
UPI,73,BKT,87,6
UPI,73,BKT,93,7
UPI,73,BKT,74,4
UPI,73,BKT,85,7
UPI,73,BRT,61,3
UPI,73,BKT,75,5
UPI,73,BKT,80,8
UPI,73,BRT,65,2
UPI,73,BRT,60,1
UPI,73,BKT,77,4
UPI,73,BKT,85,6
UPI,78,BRT,303,344
UPI,78,BRT,223,126
UPI,78,BRT,91,9
UPI,78b,BKT,86,5
UPI,78b,BRT,86,5
UPI,151,BRT,284,287
UPI,151,BRT,287,256
UPI,151,BRT,278,296
UPI,151,BRT,264,216
UPI,151,BRT,274,218
UPI,151,BRT,306,310
UPI,151,BRT,306,263
UPI,151,BRT,323,391
UPI,151,BRT,275,229
UPI,151,BRT,304,355
UPI,151,BRT,288,270
UPI,151,BRT,285,282
UPI,151,BRT,251,195
UPI,151,BRT,267,231
UPI,151,BRT,330,349
UPI,151,BRT,240,155
UPI,151,BRT,276,260
UPI,151,BRT,252,158
UPI,151,BRT,226,145
UPI,151,BRT,292,311
UPI,151,BRT,72,4
UPI,151,BRT,64,4
UPI,151,BRT,319,414
UPI,151,BRT,281,274
UPI,151,BRT,271,253
UPI,151,BRT,249,193
UPI,151,BRT,299,292
UPI,151,BRT,304,282
UPI,151,RBT,313,310
UPI,151,RBT,293,276
UPI,151,BRT,81,8
UPI,151,BRT,70,6
UPI,151,BRT,64,5
UPI,151,BRT,62,5
UPI,151,BRT,78,7
UPI,151,BRT,65,5
UPI,151,BRT,69,6
UPI,151,RBT,306,371
UPI,151,RBT,291,297
UPI,151,RBT,287,289
UPI,151,BRT,262,215
UPI,151,BRT,69,5
UPI,151,BRT,68,5
UPI,151,BRT,59,4
UPI,151,BRT,60,3
UPI,151,BRT,68,5
UPI,151,BRT,77,6
UPI,151,BRT,69,5
UPI,151,BRT,60,3
UPI,151,BRT,54,2
YEL,24,BRT,382,703
YEL,24,BRT,374,560
YEL,24,BRT,251,188
YEL,24,BRT,351,464
YEL,24,BRT,266,210
YEL,24,BRT,365,552
YEL,24,BRT,332,398
YEL,24,BRT,311,349
YEL,24,BRT,262,203
YEL,24,BRT,277,228
YEL,24,BRT,232,138
YEL,24,BRT,371,567
YEL,24,BRT,80,5
YEL,28,BRT,257,165
YEL,28,BRT,265,196
YEL,28,BRT,300,253
YEL,28,BRT,239,142
YEL,28,BRT,196,74
YEL,28,BRT,241,144
YEL,28,BRT,266,195
YEL,28,BRT,211,94
YEL,28,BRT,255,163
YEL,28,BRT,167,55
YEL,28,BRT,183,71
YEL,28,BRT,172,57
YEL,28,BRT,75,4
YEL,28,BRT,85,4
YEL,28,BRT,62,1
YEL,28,BRT,352,490
YEL,28,BRT,295,258
YEL,28,BRT,284,214
YEL,28,BRT,273,179
YEL,28,BRT,281,215
YEL,28,BRT,279,240
YEL,28,BRT,191,77
YEL,28,BRT,312,279
YEL,28,BRT,265,179
YEL,28,BRT,232,120
YEL,28,BRT,202,82
YEL,28,BRT,262,180
YEL,28,BRT,106,12
YEL,28,BRT,217,113
YEL,28,BRT,252,172
YEL,28,BRT,249,157
YEL,28,BRT,289,220
YEL,28,BRT,250,168
YEL,28,BRT,226,120
YEL,28,BRT,197,86
YEL,28,BRT,232,239
YEL,28,BRT,270,208
YEL,28,BRT,264,198
YEL,28,BRT,217,112
YEL,28,BRT,184,74
YEL,28,BRT,226,128
YEL,28,BRT,265,223
YEL,28,BRT,224,138
YEL,28,BRT,191,106
YEL,28,BRT,227,125
YEL,28,BRT,183,67
YEL,28,BRT,171,58
YEL,28,BRT,176,51
YEL,28,BRT,85,10
YEL,28,BRT,75,8
YEL,28,BRT,69,3
YEL,28,BRT,105,10
YEL,28,BRT,85,5
YEL,28,BRT,106,15
YEL,28,BRT,75,3
YEL,28,BRT,98,8
YEL,28,BRT,85,5
YEL,28,BRT,82,4
YEL,28,BRT,97,11
YEL,28,BRT,85,8
YEL,28,BRT,82,4
YEL,28,BRT,308,304
YEL,28,BRT,286,262
YEL,28,BRT,291,262
YEL,28,BRT,244,150
YEL,28,BRT,281,207
YEL,28,BRT,265,171
YEL,28,BRT,345,394
YEL,28,BRT,299,285
YEL,28,BRT,280,230
YEL,28,BRT,272,141
YEL,28,BRT,339,404
YEL,28,BRT,239,143
YEL,28,BRT,305,332
YEL,28,BRT,292,258
YEL,28,BRT,301,292
YEL,28,BRT,280,216
YEL,28,BRT,281,222
YEL,28,BRT,255,158
YEL,28,BRT,319,314
YEL,28,BRT,283,236
YEL,28,BRT,248,152
YEL,28,BRT,236,150
YEL,28,BRT,361,484
YEL,28,BRT,261,169
YEL,28,BRT,87,8
YEL,28,BRT,293,239
YEL,28,BRT,89,7
YEL,28,BRT,90,8
YEL,28,BRT,81,6
YEL,28,BRT,78,7
YEL,28,BRT,201,83
YEL,28,BRT,172,55
YEL,28,BRT,75,5
YEL,28,BRT,85,7
YEL,28,BRT,66,5
YEL,28,BRT,69,4
YEL,28,BRT,80,6
YEL,28,BRT,74,5
YEL,28,BRT,74,4
YEL,28,BRT,65,2
YEL,28,BRT,80,5
YEL,28,BRT,76,6
YEL,28,BRT,76,4
YEL,28,BRT,75,5
YEL,28,BRT,60,2
YEL,28,BRT,71,5
YEL,28,BRT,66,4
YEL,28,BRT,60,4
YEL,28,BRT,76,6
YEL,28,BRT,71,3
YEL,28,BRT,76,5
YEL,28,BRT,77,4
YEL,42,BRT,441,921
YEL,42,BRT,392,633
YEL,42,BRT,432,885
YEL,42,BRT,95,12
YEL,42,BRT,71,4
YEL,42,BRT,70,5
YEL,42,BRT,75,7
YEL,42,BRT,81,7
YEL,42,BRT,73,5
YEL,42,BRT,76,5
YEL,42,BRT,75,4
YEL,42,BRT,71,5
YEL,42,BRT,71,4
YEL,42,BRT,71,5
YEL,42,BRT,79,7
YEL,42,BRT,86,8
YEL,42,BRT,76,5
YEL,42,BRT,67,4
YEL,42,BRT,365,623
YEL,42,BRT,487,781
YEL,42,BRT,452,1073
YEL,42,BRT,86,10
YEL,42,BRT,77,7
YEL,42,BRT,78,6
YEL,42,BRT,77,6
YEL,42,BRT,75,6
YEL,42,BRT,75,6
YEL,42,BRT,78,6
YEL,49,BRT,289,278
YEL,49,BRT,214,128
YEL,49,BRT,330,NA
YEL,49,BRT,303,379
YEL,49,BRT,309,379
YEL,50,BRT,95,10
YEL,50,RBT,91,8
YEL,50,BRT,81,5
YEL,58,BRT,337,443
YEL,58,BRT,374,587
YEL,58,BRT,365,482
YEL,58,BRT,287,259
YEL,72,BRT,216,112
YEL,72,BRT,222,108
YEL,72,BRT,71,4
YEL,72,BRT,250,158
YEL,72,BRT,81,5
YEL,72,BRT,65,3
YEL,72,BRT,71,4
YEL,72,BRT,82,4
YEL,72,BRT,66,4
YEL,72,BRT,74,3
YEL,72,BRT,76,6
YEL,72,BRT,74,4
YEL,72,BRT,68,3
YEL,72,BRT,66,2
YEL,72,BRT,58,2
YEL,72,BRT,70,4
YEL,72,BRT,81,7
YEL,72,BRT,69,4
YEL,72,BRT,75,5
YEL,72,BRT,71,5
YEL,81,BRT,325,289
YEL,81,BRT,210,114
YEL,81,BRT,223,132
YEL,81,BRT,360,493
YEL,81,BRT,365,525
YEL,81,BRT,349,469
YEL,81,BRT,227,146
YEL,81,BRT,219,128
YEL,81,BRT,215,119
YEL,81,BRT,363,584
YEL,81,BRT,413,763
YEL,81,BRT,400,711
YEL,81,BRT,334,424
YEL,81,BRT,231,143
YEL,81,BRT,289,243
YEL,81,BRT,210,NA
YEL,97b,BRT,259,184
YEL,97b,BRT,253,190
YEL,97b,BRT,184,75
YEL,97b,BRT,225,140
YEL,97b,BRT,314,298
YEL,97b,BRT,174,68
YEL,97b,BRT,224,143
YEL,97b,BRT,251,201
YEL,97b,BRT,164,53
YEL,97b,BRT,189,85
YEL,97b,BRT,169,55
YEL,97b,BRT,220,117
YEL,97b,BRT,165,53
YEL,97b,BRT,72,6
YEL,97b,BRT,80,7
YEL,97b,BRT,63,2
YEL,97b,BRT,70,3
YEL,97b,BRT,72,4
YEL,97b,BRT,71,4
YEL,97b,BRT,63,3
YEL,97b,BRT,49,1
YEL,97b,BRT,81,7
YEL,97b,BRT,55,2
YEL,97b,BRT,74,5
YEL,97b,BRT,61,3
YEL,97b,BRT,77,5
YEL,97b,BRT,57,2
YEL,97b,BRT,74,6
YEL,97b,BRT,61,3
YEL,97b,BRT,76,6
YEL,97b,BRT,62,1
YEL,97b,BRT,67,5
YEL,97b,BRT,69,6
YEL,97b,BRT,76,7
YEL,97b,BRT,68,5
YEL,97b,BRT,71,6
YEL,97b,BRT,59,3
YEL,97b,BRT,58,4
YEL,97b,BRT,60,1
YEL,97b,BRT,63,4
YEL,97b,BRT,76,6
YEL,97b,BRT,67,5
YEL,97b,BRT,51,3
YEL,97b,BRT,54,4
YEL,97b,BRT,51,3
YEL,97b,BRT,124,24
YEL,97b,BRT,64,5
YEL,97b,BRT,67,3
YEL,97b,BRT,63,3
YEL,97b,BRT,65,3
YEL,97b,BRT,70,4
YEL,97b,BRT,72,3
YEL,97b,BRT,72,3
YEL,97b,BRT,68,2
YEL,97b,BRT,70,3
YEL,97b,BRT,80,4
YEL,97b,BRT,70,4
YEL,97b,BRT,48,1
YEL,97b,BRT,75,5
YEL,97b,BRT,70,3
YEL,97b,BRT,60,2
YEL,97b,BRT,70,4
YEL,97b,BRT,70,3
YEL,97b,BRT,72,4
YEL,97b,BRT,63,2
YEL,97b,BRT,62,3
YEL,97b,BRT,81,5
YEL,97b,BRT,62,2
YEL,97b,BRT,51,1
YEL,97b,BRT,70,4
YEL,97b,BRT,76,5
YEL,97b,BRT,75,4
YEL,97b,BRT,70,3
YEL,97b,BRT,47,1
YEL,97b,BRT,65,3
YEL,97b,BRT,61,2
YEL,97b,BRT,64,3
YEL,97b,BRT,62,3
YEL,97b,BRT,86,7
YEL,97b,BRT,68,3
YEL,97b,BRT,77,6
YEL,97b,BRT,68,4
YEL,97b,BRT,64,4
YEL,97b,BRT,62,3
YEL,97b,BRT,51,2
YEL,97b,BRT,51,2
YEL,97b,BRT,86,8
YEL,97b,BRT,60,3
YEL,97b,BRT,70,4
YEL,97b,BRT,54,2
YEL,97b,BRT,73,6
YEL,97b,BRT,62,4
YEL,97b,BRT,55,3
YEL,97b,BRT,80,6
YEL,97b,BRT,70,4
YEL,97b,BRT,54,2
YEL,97b,BRT,43,2
YEL,97b,BRT,58,3
YEL,97b,BRT,54,2
YEL,97b,BRT,60,3
YEL,97b,BRT,60,4
YEL,97b,BRT,55,2
YEL,97b,BRT,55,2
YEL,97b,BRT,57,3
YEL,97b,BRT,54,2
YEL,97b,BRT,75,7
YEL,97b,BRT,72,5
YEL,97b,BRT,52,2
YEL,97b,BRT,56,3
YEL,97b,BRT,55,3
YEL,97b,BRT,72,5
YEL,97b,BRT,68,5
YEL,97b,BRT,50,2
YEL,97b,BRT,55,3
YEL,97b,BRT,70,6
YEL,97b,BRT,56,3
YEL,97b,BRT,52,3
YEL,97b,BRT,45,2
YEL,97b,BRT,58,4
YEL,97b,BRT,55,3
YEL,97b,BRT,50,3
YEL,97b,BRT,64,5
YEL,97b,BRT,65,5
YEL,97b,BRT,73,7
YEL,97b,BRT,47,3
YEL,97b,BRT,62,4
YEL,97b,BRT,50,2
YEL,97b,BRT,250,164
YEL,97b,BRT,215,121
YEL,97b,BRT,272,232
YEL,97b,BRT,185,78
YEL,97b,BRT,165,61
YEL,97b,BRT,245,158
YEL,97b,BRT,199,93
YEL,97b,BRT,224,139
YEL,97b,BRT,173,56
YEL,97b,BRT,154,NA
YEL,97b,BRT,185,81
YEL,97b,BRT,60,2
YEL,97b,BRT,78,4
YEL,97b,BRT,71,3
YEL,97b,BRT,155,42
YEL,97b,BRT,175,62
YEL,97b,BRT,149,34
YEL,97b,BRT,70,2
YEL,97b,BRT,64,3
YEL,97b,BRT,63,4
YEL,97b,BRT,81,7
YEL,97b,BRT,151,38
YEL,97b,BRT,152,37
YEL,97b,BRT,83,7
