FID,OBJECTID,HUC8,Site,Xcoord,Ycoord,YrSmpld,RASTERVALU,grid_code,Shape_Leng,Sinuosity,Percent,Degrees,POLY_AREA,Avg_Percen,Count_1,Count_2
0,3,UPI,13,578831.913963000057265,4816598.646759999915957,2018,365.534545897999976,2,496.591581249000001,1.049201783720000,6.603738536350000,0.065941640817500,4.638925494030000,5.542392030480000,0,4
1,1,UPI,35,619846.057931000017561,4816718.382360000163317,2018,251.998901367000002,3,1246.180545440000060,1.971415928800000,5.255710022390000,0.052508788339600,14.879687886199999,12.813527568800000,0,15
2,2,UPI,157,610163.182180000003427,4816907.328390000388026,2018,293.397827147999976,3,231.678783995999993,1.066113497110000,3.629579679230000,0.036279870867600,29.216932804999999,19.832467093999998,0,16
3,5,UPI,57,579167.042680999962613,4816253.523830000311136,2018,364.850189209000007,2,590.263907785000015,1.048848993480000,3.512279794950000,0.035108366007500,1.224258798450000,23.773308874200001,0,2
4,4,UPI,22,589784.525676000048406,4815485.663929999805987,2018,377.625274658000023,3,469.855098632000022,1.081063320320000,7.190801277540000,0.071784456131500,7.844050384470000,7.117851252660000,1,12
5,9,UPI,163,621497.356279000057839,4815118.426930000074208,2018,244.877014159999987,3,1035.835453969999890,1.318762804030000,2.490795880090000,0.024902809698400,11.218034787400001,14.310583722900001,1,12
6,12,UPI,70,628217.055398000054993,4815085.894589999690652,2019,228.271286011000001,3,839.175102487999993,1.106856193510000,20.856753166800001,0.205619834998000,10.673224044099999,9.591935610100000,0,6
7,7,UPI,14,633960.023685000021942,4814260.275720000267029,2018,201.243164062999995,3,381.568403273999991,1.108878473780000,7.550669077220000,0.075363685207400,10.797872513300000,10.880648449400001,1,8
8,6,UPI,5757,579568.509547000052407,4815377.871639999561012,2018,359.644226074000017,3,1557.441976900000100,1.553678462390000,2.561628273460000,0.025610681856400,12.423049070199999,25.365505169999999,1,12
9,11,UPI,29,599724.842049999977462,4814376.538770000450313,2018,365.656646728999988,2,497.194036423999989,1.320567002360000,9.383365551080001,0.093559707176900,2.923269003130000,4.797141948250000,2,2
10,13,UPI,61,612699.546499000047334,4813349.144480000250041,2018,269.590026855000019,2,419.400673192999989,1.072005382050000,0.027708810554600,0.000277088098455,1.424962216620000,5.845346142070000,0,0
11,14,UPI,41,581294.914743999950588,4813948.838489999994636,2018,355.294311522999976,3,2654.920019830000001,1.707988859030000,0.216719197188000,0.002167188578990,18.519009596299998,18.753250341499999,0,24
12,10,UPI,1414,633778.293128999997862,4814158.798919999971986,2018,202.167724609000004,3,450.606687077000004,1.168976569900000,0.571810279847000,0.005718040478660,9.503111478219999,12.617586920999999,0,2
13,8,UPI,38,590094.965662000002339,4815003.352620000019670,2018,374.192413330000022,3,1419.122141359999887,1.579853144810000,0.902388834814000,0.009023643420010,6.039187793140000,6.697101501780000,0,12
14,16,UPI,109,613456.340384999988601,4812413.906709999777377,2018,247.553726196000014,3,453.832419347999974,1.071224334640000,3.650591142320000,0.036489707459600,6.053428415180000,11.530296549599999,0,4
15,15,UPI,18,604313.986459000036120,4812089.154520000331104,2018,315.906982421999999,4,918.215188445999956,1.306408100650000,10.229441702800001,0.101939832669000,16.572751005600001,17.030313964800001,1,12
16,17,UPI,118,585477.881370999966748,4812513.790269999764860,2018,350.869720459000007,4,560.979001624000034,1.057146091730000,2.626421497650000,0.026258178377600,50.889206064100001,19.465499345600001,2,72
17,20,UPI,153,577117.285937999957241,4810930.091799999587238,2019,320.803283690999990,1,310.157194554000000,1.083357858270000,0.351385945649000,0.003513844994480,0.068236321878900,0.351385945649000,0,0
18,18,UPI,10,594773.594264999963343,4810696.303810000419617,2018,365.914550781000003,4,815.304845226999987,1.295373393050000,1.275111895500000,0.012750427949900,18.142409686800001,21.385550934299999,1,19
19,19,UPI,201,598236.572564000030980,4811099.251779999583960,2018,354.677093506000006,2,1564.253306750000093,1.316534906880000,3.387930058570000,0.033866347205800,3.709391789780000,9.951639707740000,0,2
20,23,UPI,202,586001.658460999955423,4809933.107470000162721,2018,317.412628174000019,2,1058.997966390000101,1.309768458860000,5.652140087490000,0.056461326931600,4.043786624150000,11.120227332700001,0,3
21,21,UPI,86,598392.753215000033379,4809896.733000000007451,2018,348.092163086000028,2,1170.176397299999962,1.300450346530000,4.905930663290000,0.049020004472200,3.470605266890000,4.048799242300000,0,3
22,24,UPI,170,608772.147617000038736,4809759.402979999780655,2018,300.602783203000001,1,2290.064145689999805,1.189666448690000,0.639089772191000,0.006390810715010,1.435433100460000,0.639089772191000,0,0
23,22,UPI,130,607593.694824000005610,4810319.117039999924600,2018,291.238403319999975,3,758.913489886999969,1.173479516410000,8.340302969680000,0.083210447188000,7.574891069380000,23.472757809600001,0,5
24,25,UPI,26,590496.201598000014201,4808404.800189999863505,2018,322.959167480000019,3,885.441149485999972,1.407027201360000,0.764144651207000,0.007641297784920,21.018599768600001,21.547122952999999,3,21
25,28,UPI,93,610254.040474000037648,4807531.895299999974668,2018,298.115692138999975,2,213.715356535000012,1.061503354750000,1.394840126290000,0.013947496777900,2.634735532680000,22.467861141699998,0,0
26,27,UPI,7878,632125.312700000009499,4808950.797919999808073,2019,201.459213256999988,2,529.573289942999963,1.173777177920000,28.584851979200000,0.278423757808000,2.660394088680000,12.680916903800000,0,0
27,30,UPI,149,611899.311345000052825,4805809.694790000095963,2018,252.205688476999995,3,405.893265170999996,1.073255721600000,4.498293475330000,0.044952631079900,16.208322071200001,9.966263782940000,1,6
28,29,YEL,103,639595.890613000025041,4806827.009290000423789,2018,213.278594970999990,3,636.896045465000043,1.116062092540000,1.059088989390000,0.010590493937900,5.227058047110000,5.631506343100000,0,0
29,26,UPI,78,632691.684607999981381,4808782.579850000329316,2019,203.414932251000010,3,1240.686301920000005,1.224928687620000,0.803609750771000,0.008035924527070,14.740740403600000,7.610538492020000,1,3
30,31,UPI,34,607495.531748999957927,4803850.270720000378788,2018,275.348327637000011,3,333.091772834999972,1.124037049790000,13.632698914400001,0.135491735606000,5.648156264780000,5.624768764980000,1,2
31,36,UPI,12,590207.388843999942765,4802737.502249999903142,2018,305.833801269999981,2,474.656792691000021,1.071985446660000,7.484997235010000,0.074710657577800,3.834479676290000,8.041676259080001,1,3
32,35,UPI,25,569678.255918000009842,4804744.723790000192821,2019,372.933929443000011,4,1115.698494700000083,1.262115631490000,3.815340157030000,0.038134904649000,15.690156164399999,27.924671089899999,2,16
33,33,UPI,154,597363.689483999973163,4804117.233269999735057,2018,311.518035888999975,3,1288.204964710000013,1.478052981120000,0.582097641050000,0.005820910666300,12.018598882399999,12.051904260100001,0,9
34,38,UPI,75,579278.661635000025854,4802886.546199999749660,2018,364.979064940999990,2,587.700216118999947,1.108599188580000,22.838449769299999,0.224533511609000,3.315880599630000,25.187504866200001,0,2
35,34,UPI,23,575724.774034000001848,4803979.098640000447631,2019,355.519439696999996,3,685.551815828000031,1.311136516580000,0.905339807104000,0.009053150732250,9.227082633109999,10.411404188400001,0,10
36,39,UPI,73,630817.415029000025243,4803257.035749999806285,2019,250.276412964000002,3,1164.052469149999979,1.275134160430000,0.307057562111000,0.003070565970920,14.032295392900000,20.281146079700001,0,1
37,40,UPI,156,591564.575501000043005,4800771.168779999949038,2018,287.742218018000017,2,609.236153905000037,1.206230041150000,16.107015680699998,0.159698532257000,1.982417099960000,7.800144608190000,0,0
38,37,UPI,117,630156.830182999954559,4803439.951229999773204,2018,243.950469970999990,3,1207.093642979999913,1.267037989530000,4.455141977200000,0.044521979174700,9.918216683460001,10.350127215300001,0,2
39,41,YEL,39,644593.783239000011235,4799628.169590000063181,2018,191.199203490999992,1,502.048881354999992,1.333689685310000,1.695115326780000,0.016949529957200,0.333403294976000,1.695115326780000,0,0
40,32,UPI,85,628878.153847999987192,4804272.488409999758005,2018,234.664245604999991,3,1905.094235490000074,1.283354676010000,0.140089699702000,0.001400896080600,11.576328715100001,19.544879199800000,0,2
41,43,UPI,135,578851.387511000037193,4798626.635730000212789,2018,370.522430419999978,2,2032.485765010000023,1.166896550210000,0.561976315881000,0.005619703999300,4.845355228740000,25.886885313099999,1,4
